faculty_id,faculty_name,designation,department_id,email,phone,experience
F0719,Aahana Luthra,Professor,D002,george68@example.org,913369499,13
F0720,Mekhala Sankar,Professor,D004,xkalita@example.com,688941751,8
F0721,Reyansh Contractor,Associate Professor,D005,suhani87@example.org,915070008,18
F0722,Yachana Tank,Assistant Professor,D004,akeer@example.com,9589426220,22
F0723,Frado Karan,Assistant Professor,D002,jagat86@example.org,4395930872,17
F0724,Mekhala Goda,Associate Professor,D001,manbir95@example.org,448384087,25
F0725,Shivansh Garde,Associate Professor,D002,yochanachaudhuri@example.com,912821485,13
F0726,Jyoti Srinivas,Associate Professor,D004,ekanshparekh@example.com,744492992,24
F0727,Aayush Seshadri,Professor,D002,falakmunshi@example.com,917416705,21
F0728,Deepa Sanghvi,Professor,D002,dev66@example.com,911678352,5
F0729,Maanav Chaudhuri,Associate Professor,D002,xchaudhuri@example.org,250311278,10
F0730,Dev Grewal,Assistant Professor,D005,avarty@example.net,322531509,6
F0731,Arunima Randhawa,Associate Professor,D002,qanne@example.net,976673092,2
F0732,Gauri Oak,Assistant Professor,D005,kallaishaan@example.net,253548367,15
F0733,Geetika Sidhu,Assistant Professor,D002,ghoshkamala@example.org,4369564627,15
F0734,Januja Vora,Assistant Professor,D004,yjayaraman@example.net,911916028,17
F0735,Ronith Manda,Assistant Professor,D001,rohan12@example.com,912018234,20
F0736,Oviya Nori,Associate Professor,D001,ikbal80@example.net,5542782938,3
F0737,Sarthak Hayer,Professor,D002,sakshamdugar@example.net,547353024,16
F0738,Gaurangi Deshpande,Assistant Professor,D005,widishadyal@example.org,374576178,7
F0739,David Ray,Professor,D003,ksharaf@example.net,910381238,2
F0740,Veda Manda,Assistant Professor,D002,anjali39@example.net,919060170,3
F0741,Anamika Kulkarni,Professor,D003,madhavdada@example.com,919091263,11
F0742,Kabir Tank,Associate Professor,D005,tanish23@example.com,919082661,24
F0743,Omya Rattan,Professor,D003,rshanker@example.com,484845574,24
F0744,Chakrika Som,Associate Professor,D001,gautammani@example.com,9448995354,22
F0745,Hemal Brar,Assistant Professor,D002,mitali11@example.org,911112688,20
F0746,Tanveer Dua,Assistant Professor,D004,yauvani64@example.com,9271225755,12
F0747,Raagini Iyer,Associate Professor,D002,nbhatia@example.com,916407216,18
F0748,Atharv Lall,Professor,D001,vyanjanalall@example.org,866029005,24
F0749,Mekhala Mandal,Associate Professor,D004,avi77@example.org,425428811,21
F0750,Megha Sunder,Assistant Professor,D001,capte@example.com,86335507,5
F0751,Wishi Nigam,Associate Professor,D002,qsundaram@example.org,6493405783,25
F0752,Lopa Bose,Assistant Professor,D001,vartygeetika@example.net,910704805,10
F0753,Zayyan Dara,Associate Professor,D002,yashodhara05@example.net,914909976,21
F0754,Shravya Bains,Professor,D001,shroffaradhana@example.org,912501040,21
F0755,Lucky Madan,Professor,D005,pkhurana@example.net,1720616794,23
F0756,Thomas Bansal,Associate Professor,D004,olad@example.com,589233698,7
F0757,Tanveer Vaidya,Professor,D002,rchandran@example.com,3663519150,23
F0758,Ubika Bhat,Professor,D001,surimeghana@example.com,338759933,5
F0759,Ronith Hayer,Assistant Professor,D004,zinal80@example.net,581434154,6
F0760,William Chaudhry,Assistant Professor,D004,eiravatibir@example.com,913359307,15
F0761,Ikbal Karan,Professor,D002,buchsiddharth@example.com,7606440168,25
F0762,Samuel Bahri,Professor,D001,tmahal@example.com,651476054,19
F0763,Gaurang Mander,Associate Professor,D002,pkapur@example.org,153670300,4
F0764,Tanmayi Gaba,Professor,D004,ybedi@example.org,919503455,17
F0765,Darika Tata,Assistant Professor,D001,jasmitbatra@example.org,910028061,4
F0766,Yatan Deol,Professor,D005,jbehl@example.com,235976196,17
F0767,Idika Goel,Professor,D002,udyati79@example.net,912662632,24
F0768,Kritika Joshi,Associate Professor,D002,ojasvi77@example.net,199645657,21
F0769,Hamsini Behl,Professor,D004,zsur@example.net,916256568,18
F0770,Amara Bandi,Associate Professor,D003,udua@example.com,917288160,22
F0771,Zaid Raman,Professor,D004,modisamesh@example.org,5280599046,3
F0772,Balveer Bhakta,Associate Professor,D002,abhiramahluwalia@example.com,911194013,12
F0773,Ansh Sangha,Associate Professor,D003,agaba@example.org,826168359,10
F0774,Odika Tella,Assistant Professor,D002,kalashravya@example.net,911792310,12
F0775,Jai Chakrabarti,Assistant Professor,D003,anamika35@example.net,917591144,6
F0776,Yamini Devi,Professor,D002,gagan16@example.org,6890829577,20
F0777,Shivani Deep,Professor,D005,ranbir92@example.org,8849194547,5
F0778,Upkaar Keer,Associate Professor,D004,aradhanasastry@example.com,912768912,4
F0779,Ria Varughese,Associate Professor,D005,ranbir37@example.net,910624043,9
F0780,Anvi Bassi,Assistant Professor,D002,jacob81@example.net,1550765852,23
F0781,Lavanya Shukla,Assistant Professor,D001,pranit86@example.net,919511782,12
F0782,Nitara Loke,Associate Professor,D003,wardanigam@example.com,8279087743,15
F0783,Varsha Deol,Associate Professor,D005,ochanda@example.net,9350610863,15
F0784,Saksham Aurora,Associate Professor,D001,hemang51@example.org,342933030,5
F0785,Ojas Divan,Assistant Professor,D002,wriddhishminhas@example.com,7944283826,4
F0786,Caleb Malhotra,Professor,D003,sararandhawa@example.com,1539358666,8
F0787,Divya Ghose,Professor,D005,vnayar@example.org,919282783,12
F0788,Tara Swamy,Assistant Professor,D001,iryabasu@example.org,1864882894,25
F0789,Saumya Bedi,Associate Professor,D003,iryakade@example.com,917396184,3
F0790,Sarthak Shah,Assistant Professor,D003,dkeer@example.org,310148298,20
F0791,Naksh Batta,Associate Professor,D001,yauvani45@example.org,6509719932,5
F0792,Hemang Kashyap,Associate Professor,D002,regegirik@example.org,916641658,9
F0793,Krish Pillai,Professor,D002,skadakia@example.org,916441153,5
F0794,Ekbal Bir,Assistant Professor,D002,nandavedhika@example.net,2669679035,6
F0795,Elijah Rege,Assistant Professor,D005,srivastavatanveer@example.org,935375354,8
F0796,Triya Magar,Assistant Professor,D004,chandranamrita@example.com,429208367,14
F0797,Ekalinga Rege,Associate Professor,D005,ciyengar@example.com,96053214,20
F0798,Nihal Hayer,Professor,D003,mitraaishani@example.net,919473068,5
F0799,Nirja Nagy,Associate Professor,D004,udyati61@example.org,898205831,4
F0800,Lakshmi Dutta,Associate Professor,D005,kalpit87@example.com,4093018977,18
F0801,Vritti Naik,Professor,D001,xalak13@example.com,6480179605,13
F0802,Kai Sem,Associate Professor,D001,dashlipika@example.com,911964650,6
F0803,Alka Sharma,Assistant Professor,D003,vgolla@example.com,2990051301,12
F0804,Amruta Sen,Professor,D005,mitaliratti@example.org,3778050087,7
F0805,Chaaya Singh,Professor,D003,bhagatgeorge@example.net,4377641299,14
F0806,Vedika Lad,Assistant Professor,D003,usaha@example.net,492588398,17
F0807,Bhavini Seshadri,Professor,D005,ldeo@example.com,4313811627,7
F0808,Fariq Goyal,Professor,D002,ladvictor@example.org,152975538,13
F0809,Ekiya Narula,Professor,D001,suhanimall@example.com,3528402607,25
F0810,Ishwar Parmar,Assistant Professor,D002,nakulsarna@example.com,919105423,7
F0811,Anya Suresh,Associate Professor,D003,kiaan33@example.org,9125158200,11
F0812,Sanaya Jayaraman,Assistant Professor,D003,mlad@example.net,236022584,12
F0813,Samesh Nath,Assistant Professor,D002,krishnankrisha@example.net,6295238112,15
F0814,Janani Goyal,Associate Professor,D001,zloke@example.net,5065180196,16
F0815,Raagini Ratta,Associate Professor,D001,faqidsingh@example.net,385910729,25
F0816,Lakshit Luthra,Associate Professor,D003,deybhavini@example.net,86793080,18
F0817,Wriddhish Dara,Assistant Professor,D003,advika68@example.net,469094875,19
F0818,Libni Mahajan,Assistant Professor,D001,jagat36@example.org,910493838,14
F0819,Lohit Badal,Professor,D003,wpathak@example.net,6064474156,20
F0820,Timothy Dubey,Associate Professor,D001,yashviraj@example.org,914389724,3
F0821,Aarav Krishnan,Assistant Professor,D003,jeremiah37@example.com,461634695,2
F0822,Idika More,Associate Professor,D003,noah98@example.net,912154747,20
F0823,Saksham Thaker,Assistant Professor,D005,utkarshwable@example.net,5637016755,12
F0824,Simon Chacko,Professor,D003,chadarushil@example.net,8607194154,2
F0825,Zaid Deshpande,Professor,D005,iyengarhema@example.net,2271041661,16
F0826,Anita Kant,Associate Professor,D002,nakul21@example.net,5463733550,24
F0827,Hemani Parekh,Professor,D001,sai31@example.net,856047175,2
F0828,Zayan Goel,Professor,D005,qsehgal@example.org,933441524,20
F0829,Forum Saxena,Assistant Professor,D003,wakeetarama@example.com,917563586,15
F0830,Qasim Chana,Associate Professor,D005,revamanne@example.com,965991341,8
F0831,Yachana Wadhwa,Professor,D005,chadhaisaiah@example.com,348953691,7
F0832,Daniel Master,Professor,D004,jeremiahbakshi@example.com,5893079075,7
F0833,Hredhaan Dara,Assistant Professor,D001,psem@example.net,346665790,10
F0834,Girindra Handa,Associate Professor,D005,cbalasubramanian@example.net,203674212,17
F0835,Krishna Bal,Professor,D005,diptatiwari@example.org,620741348,14
F0836,Aachal Gade,Associate Professor,D001,elijahmane@example.org,33314594,15
F0837,Nicholas Yadav,Professor,D002,anikadeshmukh@example.org,917132260,4
F0838,Manan Sehgal,Professor,D001,brattan@example.com,910490680,21
F0839,Oscar Sandal,Professor,D005,jdewan@example.net,958356687,7
F0840,Yoshita Basak,Assistant Professor,D003,dixitzashil@example.org,914544064,23
F0841,Pushti Deo,Associate Professor,D001,manthansastry@example.com,4721542652,23
F0842,Saumya Wable,Professor,D002,chandani49@example.org,912856502,25
F0843,Dev Peri,Associate Professor,D005,vedhikamitter@example.net,918189842,3
F0844,Abeer Madan,Professor,D004,samramanbir@example.com,7162520254,23
F0845,Yatin Vyas,Associate Professor,D004,aishaniramanathan@example.com,912270596,2
F0846,Unnati Kade,Associate Professor,D004,bhavna55@example.net,748524918,3
F0847,Kashish Ghose,Professor,D002,ishaan98@example.com,3402449259,16
F0848,Imaran Sarna,Associate Professor,D001,ethan52@example.org,2917624277,24
F0849,Vrinda Raja,Professor,D003,khuranaqabil@example.com,299979823,22
F0850,Pushti Sahota,Professor,D002,kalpit87@example.net,2652587900,20
F0851,Chaitanya Taneja,Associate Professor,D002,chaaya50@example.net,5430294548,3
F0852,Veer Dugar,Associate Professor,D004,balaydhriti@example.com,3268145160,10
F0853,Kashvi Mittal,Professor,D002,mishraqadim@example.com,8305280863,5
F0854,Warinder Sanghvi,Assistant Professor,D002,samarhora@example.com,917404130,8
F0855,Chakradhar Sarin,Associate Professor,D004,hardiknazareth@example.net,495977325,21
F0856,Amaira Madan,Associate Professor,D001,leela03@example.org,7060218851,21
F0857,Saumya Bhavsar,Professor,D001,vohraunnati@example.net,917285864,15
F0858,Tanish Raval,Associate Professor,D003,janaki92@example.com,730319518,16
F0859,Manbir Krishnamurthy,Professor,D003,ynagar@example.org,9021062631,23
F0860,Theodore Bahl,Associate Professor,D002,widisha93@example.net,915024521,8
F0861,Farhan Kumar,Assistant Professor,D003,agastyashenoy@example.com,916540480,22
F0862,Oeshi Singh,Assistant Professor,D003,sachdevavyanjana@example.org,914407483,19
F0863,Raksha Talwar,Associate Professor,D004,tellaatharv@example.org,984905056,10
F0864,Lajita Palan,Professor,D003,udyati14@example.org,913923062,23
F0865,Omaja Ray,Associate Professor,D005,idikadara@example.com,273841226,19
F0866,Lopa Bail,Professor,D003,regeazaan@example.com,753688203,8
F0867,Girish Narayanan,Professor,D004,osha00@example.com,218505204,8
F0868,Bhavika Chakraborty,Assistant Professor,D003,mitterveda@example.net,911021524,20
F0869,Chatura Zachariah,Professor,D003,logan41@example.net,917225383,22
F0870,Lila Anand,Professor,D002,vdalia@example.org,245061273,11
F0871,Vivaan Bobal,Assistant Professor,D003,lekhadayal@example.net,842668095,24
F0872,Abdul Badami,Professor,D001,sachdevaekani@example.org,8562855083,16
F0873,Falguni Prakash,Assistant Professor,D001,shankarurishilla@example.net,4486692997,6
F0874,Raghav Pingle,Professor,D005,anyaloke@example.net,772119822,16
F0875,Aarush Mody,Assistant Professor,D005,ipant@example.net,916814655,2
F0876,Chameli Batta,Professor,D003,anmolpant@example.net,653023430,10
F0877,Zarna Varma,Assistant Professor,D004,muttiyagnesh@example.org,1691260840,22
F0878,Saksham Guha,Assistant Professor,D005,mason08@example.com,553738239,18
F0879,Maanav Nagarajan,Associate Professor,D002,twalla@example.net,916118284,3
F0880,Charan Ahuja,Associate Professor,D001,wjayaraman@example.net,914869994,6
F0881,Bhavika Jaggi,Associate Professor,D003,ndeol@example.org,294603207,17
F0882,Anusha Sridhar,Associate Professor,D004,babufrederick@example.com,360330595,9
F0883,Lajita Merchant,Professor,D005,saramahajan@example.org,634888328,5
F0884,Advik Ganesh,Professor,D003,senguptatanveer@example.net,3362116640,16
F0885,Ladli Chokshi,Professor,D003,hiral48@example.net,761558837,2
F0886,Kamya Mandal,Assistant Professor,D001,nadighemang@example.org,286954554,24
F0887,Imaran Chaudhary,Assistant Professor,D005,lajitasetty@example.org,74926433,3
F0888,Sarthak Kapur,Professor,D004,zayan30@example.org,919206874,5
F0889,Lekha Soni,Associate Professor,D005,xalakanne@example.net,9769873233,21
F0890,Diya Mandal,Professor,D001,faras15@example.com,471850837,11
F0891,Utkarsh Nair,Associate Professor,D003,eshana36@example.com,914869811,24
F0892,Atharv Shetty,Associate Professor,D005,maanassolanki@example.com,775091875,23
F0893,Dayamai Hayer,Assistant Professor,D004,ldevi@example.com,6095439190,21
F0894,Ekaja Borra,Professor,D004,wshere@example.org,5802164882,24
F0895,Adya Ganesan,Associate Professor,D002,tristan27@example.org,6193614669,12
F0896,Udarsh Peri,Professor,D005,bahadurjitkala@example.org,89043395,13
F0897,Rachana Lad,Professor,D004,nairdipta@example.org,589769718,24
F0898,Dalbir Dugar,Professor,D002,dhriti16@example.org,912550281,17
F0899,Patrick Kakar,Assistant Professor,D005,leela42@example.net,3627006382,16
F0900,Imaran Peri,Professor,D005,draja@example.org,2500488623,4
F0901,Bhavani Borde,Professor,D005,garima45@example.com,89932326,20
F0902,Vrishti Biswas,Assistant Professor,D001,dalajavyas@example.com,694564819,12
F0903,Ridhi Deo,Associate Professor,D003,nigamomisha@example.com,371369062,25
F0904,Tanveer Cheema,Professor,D004,odikamittal@example.net,920858218,25
F0905,Christopher Anne,Assistant Professor,D004,babuthomas@example.com,919401559,8
F0906,Avni Vala,Professor,D004,kundaarya@example.org,911484318,19
F0907,Barkha Dhillon,Assistant Professor,D001,galawarhi@example.net,4891369858,12
F0908,Lohit Datta,Associate Professor,D003,warhi76@example.net,915963973,17
F0909,Alexander Sachar,Professor,D001,mnarang@example.net,5470994601,2
F0910,Hiral Venkataraman,Professor,D001,manicharvi@example.org,912731027,19
F0911,Jhalak Mand,Professor,D002,zmani@example.com,453492998,16
F0912,Hredhaan Halder,Assistant Professor,D005,anirudh04@example.com,914147933,23
F0913,Advaith Tank,Associate Professor,D003,lmannan@example.com,918661647,3
F0914,George Bassi,Professor,D001,dhriti09@example.com,2342342392,7
F0915,Oscar Pradhan,Assistant Professor,D004,labanbanerjee@example.com,456862753,6
F0916,Neelima Bhatia,Professor,D003,pallavichakraborty@example.net,912293198,2
F0917,Fariq Ramanathan,Assistant Professor,D002,sramanathan@example.org,474864955,18
F0918,Jeet Gill,Professor,D005,vedant24@example.org,913805955,14
F0919,Vanya Borah,Assistant Professor,D002,edoshi@example.org,122730249,6
F0920,Peter Dutta,Assistant Professor,D005,warjas41@example.net,705930260,18
F0921,Pavani Barad,Professor,D003,rajagopalanisaiah@example.com,913984121,3
F0922,Ria Tiwari,Professor,D004,yachanamannan@example.net,2166712270,9
F0923,Garima Bhalla,Professor,D001,edhithamannan@example.net,919555299,25
F0924,Joshua Comar,Associate Professor,D003,leena87@example.org,919817716,9
F0925,Christopher Kohli,Assistant Professor,D001,hloyal@example.net,2615645484,6
F0926,Priya Banik,Professor,D004,gayathrimand@example.com,1865496139,19
F0927,Kala Saxena,Professor,D002,caleb12@example.net,9485556717,22
F0928,Matthew Keer,Associate Professor,D005,bdatta@example.org,914609478,9
F0929,Ekani Talwar,Associate Professor,D003,vkashyap@example.com,935639425,6
F0930,Sachi Mani,Assistant Professor,D005,yatan79@example.com,379980337,2
F0931,Hredhaan Pandey,Assistant Professor,D004,shivansh70@example.net,910914911,21
F0932,Oscar Shere,Assistant Professor,D002,faraj89@example.org,913882333,12
F0933,Eiravati Suresh,Associate Professor,D004,parikhmatthew@example.com,864382284,2
F0934,Pavani Barman,Professor,D001,kai65@example.net,963648722,10
F0935,Vedant Patil,Associate Professor,D004,echoudhary@example.com,1784424155,5
F0936,Yashawini Shan,Assistant Professor,D002,sathvikgaba@example.net,914868893,15
F0937,Parth Kumar,Associate Professor,D003,nmitter@example.net,829692826,18
F0938,Pranav Mallick,Associate Professor,D002,gsahni@example.com,916403596,5
F0939,Bhavya Bhat,Associate Professor,D005,ekanshbal@example.com,919173415,12
F0940,Xiti Malhotra,Professor,D001,zhans@example.net,945159013,9
F0941,Nidra Virk,Professor,D004,upasnabalasubramanian@example.com,409583495,17
F0942,Amrita Kata,Associate Professor,D005,fitanpadmanabhan@example.org,9866666087,14
F0943,Luke Pillai,Professor,D003,ymadan@example.net,306203766,18
F0944,Isha Rana,Assistant Professor,D004,prabhakarudyati@example.net,910293852,14
F0945,Madhavi Singh,Professor,D003,vmishra@example.org,8680103543,18
F0946,Megha Nanda,Associate Professor,D005,hritikkrish@example.org,358419019,16
F0947,Ishita Patel,Professor,D005,wagleeta@example.net,913199637,10
F0948,Jason Kata,Professor,D002,minhasanthony@example.org,129796811,14
F0949,Turvi Mohan,Associate Professor,D002,libnipatil@example.net,693647526,24
F0950,Jai Handa,Associate Professor,D003,eeshakulkarni@example.com,3810335459,23
F0951,Chaitaly Bath,Assistant Professor,D005,nbhasin@example.org,917376759,11
F0952,Dominic Palla,Assistant Professor,D002,kaurradhika@example.com,9596060458,25
F0953,Brinda Trivedi,Assistant Professor,D005,lila98@example.net,337883448,7
F0954,Siddharth Kashyap,Associate Professor,D005,saiseth@example.org,749426179,5
F0955,Janya Mutti,Assistant Professor,D003,shauryachahal@example.net,278836588,10
F0956,Jack Dewan,Assistant Professor,D001,garora@example.org,914972378,6
F0957,Libni Sani,Professor,D004,lnagar@example.com,714863616,19
F0958,Alka Kibe,Professor,D001,samueljaggi@example.org,913933855,22
F0959,Aarna Narain,Professor,D005,banerjeeviraj@example.com,6778057967,16
F0960,Joshua Sahni,Assistant Professor,D001,sahniqushi@example.org,683405129,19
F0961,Chakrika Banerjee,Associate Professor,D005,santwyatt@example.org,9130874190,22
F0962,Bhavani Kannan,Associate Professor,D002,mekhalasoni@example.com,259762735,6
F0963,Kavya Keer,Associate Professor,D004,mitraindali@example.org,776770697,24
F0964,Yahvi Ganesh,Professor,D001,lkari@example.net,910306893,24
F0965,Upkaar Nanda,Associate Professor,D001,jbaria@example.net,915745072,20
F0966,Rachita Srivastava,Associate Professor,D004,dubeychandresh@example.net,910562802,20
F0967,Januja Khalsa,Professor,D002,narulasathvik@example.net,7171689701,24
F0968,Eesha Rastogi,Associate Professor,D001,chanadamini@example.org,914008407,7
F0969,Chandresh Comar,Associate Professor,D003,sameshmann@example.com,219949808,4
F0970,Brijesh Parmer,Associate Professor,D005,harish77@example.net,912994145,23
F0971,Vanya Ramaswamy,Professor,D003,dtara@example.org,910027834,7
F0972,Manya Koshy,Assistant Professor,D001,reyanshsahota@example.net,7021096298,22
F0973,Balhaar Dayal,Professor,D002,chadhaavni@example.com,9797773176,9
F0974,Logan Mitra,Professor,D003,aprasad@example.com,6023310034,9
F0975,Ekapad Badal,Professor,D001,kevinraja@example.org,333179016,20
F0976,Urvi Brar,Assistant Professor,D005,lipika74@example.net,1712133398,13
F0977,Tripti Baria,Assistant Professor,D002,chaitanya14@example.org,302210670,9
F0978,Aayush Pandit,Associate Professor,D001,kamyasom@example.net,913920765,11
F0979,Matthew Comar,Associate Professor,D002,ekarpe@example.com,3412390984,11
F0980,Nathan Shah,Associate Professor,D005,rishi47@example.org,914465815,20
F0981,Anvi Mammen,Assistant Professor,D002,panini89@example.com,868018218,25
F0982,Urvi Mangat,Assistant Professor,D001,devanshbansal@example.org,915907834,23
F0983,Lakshit Gala,Associate Professor,D004,joshibrijesh@example.org,8828836681,10
F0984,Omaja Toor,Professor,D001,gdhingra@example.org,547915923,4
F0985,Isaiah Chahal,Professor,D004,xalak70@example.com,914634679,18
F0986,Christopher Wali,Associate Professor,D004,vohrayadavi@example.net,480365195,21
F0987,Saumya Dhawan,Professor,D005,warhi00@example.net,10749666,6
F0988,Yash Dewan,Assistant Professor,D003,nayaraadhya@example.net,581735876,9
F0989,Fariq Sidhu,Assistant Professor,D003,yashodagokhale@example.net,913097384,6
F0990,Azad Verma,Assistant Professor,D003,pushtisaran@example.net,915067200,24
F0991,Isaiah Biswas,Associate Professor,D002,tnair@example.org,1471386100,8
F0992,Tanvi Purohit,Assistant Professor,D005,zinal34@example.net,917651951,3
F0993,Geetika Bhattacharyya,Assistant Professor,D003,kbaria@example.org,918833722,17
F0994,Robert Prashad,Professor,D001,gavin03@example.com,868578359,14
F0995,Charan Srinivas,Professor,D004,apalla@example.org,603521122,14
F0996,Sara Mandal,Associate Professor,D004,kashvi86@example.net,2586634634,13
F0997,Dayita Raman,Associate Professor,D005,flalla@example.org,359334902,5
F0998,Nachiket Yadav,Assistant Professor,D003,qbarad@example.net,977243910,3
F0999,Logan Jaggi,Associate Professor,D001,wrideshbose@example.net,910578417,11
F1000,Ekansh Pandey,Assistant Professor,D002,aishanivenkatesh@example.org,910024710,10
